period,demand,marketPrice,oldMarketPrace,player kazanma,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Player22,Player23,Player24,Player25,Player26,Player27,Player28,Player29,quant,Player_bid_price,pltNum,Bioenergy,CCGT,Coal,Geothermal,Hydro,Nuclear,Solar,Wind,capacity,investmentCost,efficiency,capacityFactor,CO_Emission,to_build_period,operation_period,fc_Urn,fc_Coal,fc_Gas,fc_Bio,cc_Urn,cc_Coal,cc_Gas,cc_Bio
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,150,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,175,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,80,13,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,120,14,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,15,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,20,16,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,165,17,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,185,17,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,120,18,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,160,18,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,175,18,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,150,19,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,150,19,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,100,20,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,100,20,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,130,21,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,100,22,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,23,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,24,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,23976,185,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,24,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
