period,demand,marketPrice,oldMarketPrace,player kazanma,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Player22,Player23,Player24,Player25,Player26,Player27,Player28,Player29,Player30,Player31,Player32,Player33,Player34,Player35,Player36,Player37,Player38,Player39,Player40,Player41,Player42,quant,Player_bid_price,pltNum,Bioenergy,CCGT,Coal,Geothermal,Hydro,Nuclear,Solar,Wind,capacity,investmentCost,efficiency,capacityFactor,CO_Emission,to_build_period,operation_period,fc_Urn,fc_Coal,fc_Gas,fc_Bio,cc_Urn,cc_Coal,cc_Gas,cc_Bio
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,80,40,0,1,0,0,0,0,0,0,800,70,0.6,0.85,0.4,2,7,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,40,0,1,0,0,0,0,0,0,800,70,0.6,0.85,0.4,2,7,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,150,40,0,1,0,0,0,0,0,0,800,70,0.6,0.85,0.4,2,7,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,80,1,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,1,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,17,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,17,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,23,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,130,27,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,39,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,120,39,0,0,0,0,1,0,0,0,120,60,1,0.5,0,2,9,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,3,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,4,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,5,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,20,6,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,100,7,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380,50,8,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,25,8,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,5,9,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,6,9,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,7,9,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,24,10,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,27,10,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,30,10,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,50,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,40,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,100,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,30,11,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,100,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,80,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,60,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,50,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,40,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,75,12,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,15,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,80,15,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,15,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,120,16,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,16,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,43,16,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,22,16,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,16,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,19,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,20,20,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,150,21,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300,120,22,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,380,100,22,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,200,25,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,200,26,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,100,29,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,30,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,60,30,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,70,30,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,80,30,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,60,30,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,20,30,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,100,31,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,380,100,32,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,10,33,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,380,15,34,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300,20,34,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,99,35,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97,35,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,99,36,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,90,36,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,36,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,60,36,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,55,36,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,80,37,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,100,37,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
1,34632,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,110,38,0,0,0,0,0,0,0,0,,,,,,,,1,4,9,3,0,2,2,0.5
